"ArrayRegularity","NRL","Shift","ORF"
0.78,168,54,"YMR058W"
0.93,171,18,"YMR059W"
0.95,171,-2,"YMR060C"
0.87,163,0,"YMR061W"
0.76,174,-57,"YMR062C"
0.75,164,-8,"YMR063W"
0.9,163,0,"YMR064W"
0.91,168,3,"YMR065W"
0.92,170,6,"YMR066W"
0.91,166,-11,"YMR067C"
0.92,165,0,"YMR068W"
0.44,173,-6,"YMR069W"
0.82,167,-43,"YMR070W"
0.83,167,8,"YMR071C"
0.8,155,8,"YMR072W"
0.86,164,0,"YMR073C"
0.69,192,-1,"YMR074C"
0.76,174,21,"YMR075W"
0.95,165,-2,"YMR076C"
0.83,162,0,"YMR077C"
0.85,171,-6,"YMR078C"
0.92,163,13,"YMR079W"
0.93,165,0,"YMR080C"
0.79,177,24,"YMR081C"
0.77,164,-28,"YMR083W"
0.9,167,19,"YMR086W"
0.72,159,0,"YMR087W"
0.91,165,0,"YMR088C"
0.87,166,1,"YMR089C"
0.84,163,0,"YMR091C"
0.89,166,7,"YMR092C"
0.93,163,0,"YMR093W"
0.95,168,-8,"YMR094W"
0.71,189,4,"YMR095C"
0.56,159,-58,"YMR096W"
0.89,162,0,"YMR097C"
0.77,165,16,"YMR098C"
0.9,166,-11,"YMR099C"
0.97,169,0,"YMR100W"
0.82,169,-46,"YMR104C"
0.82,168,11,"YMR105C"
0.81,167,-19,"YMR106C"
0.74,159,-4,"YMR107W"
0.96,167,13,"YMR108W"
0.92,160,11,"YMR109W"
0.87,162,-4,"YMR110C"
0.77,186,-22,"YMR112C"
0.93,169,-17,"YMR113W"
0.86,168,-15,"YMR114C"
0.94,164,0,"YMR115W"
0.79,160,7,"YMR116C"
0.78,149,17,"YMR117C"
0.93,163,0,"YMR119W"
0.8,177,7,"YMR120C"
0.67,152,1,"YMR121C"
0.62,158,0,"YMR123W"
0.68,193,16,"YMR125W"
0.93,169,0,"YMR127C"
0.92,166,4,"YMR128W"
0.91,167,0,"YMR129W"
0.95,163,5,"YMR131C"
0.95,176,2,"YMR133W"
0.92,169,2,"YMR135C"
0.51,181,1,"YMR136W"
0.81,166,19,"YMR137C"
0.63,156,-6,"YMR138W"
0.91,168,-26,"YMR139W"
0.91,163,5,"YMR140W"
0.78,161,-15,"YMR142C"
0.77,157,-14,"YMR143W"
0.6,148,-45,"YMR145C"
0.88,169,0,"YMR146C"
0.6,178,-6,"YMR148W"
0.88,166,0,"YMR149W"
0.64,187,-16,"YMR150C"
0.72,173,-15,"YMR152W"
0.86,166,-1,"YMR153W"
0.86,174,-9,"YMR154C"
0.7,172,-27,"YMR156C"
0.89,167,8,"YMR157C"
0.68,168,-8,"YMR158W"
0.93,172,-5,"YMR159C"
0.9,165,0,"YMR161W"
0.9,172,0,"YMR162C"
0.85,163,-7,"YMR163C"
0.88,169,-28,"YMR164C"
0.86,164,0,"YMR165C"
0.91,164,3,"YMR167W"
0.92,167,-4,"YMR168C"
0.64,172,-16,"YMR169C"
0.61,175,-7,"YMR170C"
0.8,165,-2,"YMR171C"
0.84,174,0,"YMR172W"
0.9,178,0,"YMR173W"
0.78,169,6,"YMR176W"
0.88,171,7,"YMR177W"
0.92,173,-2,"YMR179W"
0.72,154,10,"YMR180C"
0.63,185,-40,"YMR182C"
0.92,168,0,"YMR183C"
0.75,175,0,"YMR184W"
0.89,160,0,"YMR186W"
0.89,163,6,"YMR188C"
0.88,170,21,"YMR189W"
0.89,168,0,"YMR190C"
0.97,167,0,"YMR191W"
0.92,164,-7,"YMR192W"
0.87,157,-4,"YMR193W"
0.91,162,0,"YMR194W"
0.57,211,-70,"YMR194C-B"
0.68,165,25,"YMR195W"
0.94,166,0,"YMR197C"
0.95,169,18,"YMR198W"
0.71,164,2,"YMR199W"
0.83,165,-9,"YMR200W"
0.81,170,13,"YMR201C"
0.89,169,13,"YMR202W"
0.86,163,-3,"YMR203W"
0.94,164,0,"YMR204C"
0.89,166,3,"YMR207C"
0.89,165,21,"YMR208W"
0.85,163,-1,"YMR210W"
0.96,162,0,"YMR211W"
0.91,163,5,"YMR212C"
0.96,165,0,"YMR213W"
0.87,166,9,"YMR214W"
0.93,165,7,"YMR215W"
0.88,162,0,"YMR216C"
0.96,169,29,"YMR217W"
0.94,163,-2,"YMR218C"
0.95,167,16,"YMR219W"
0.97,166,2,"YMR220W"
0.6,208,-19,"YMR222C"
0.92,166,-2,"YMR223W"
0.87,168,-5,"YMR224C"
0.8,178,-10,"YMR225C"
0.71,152,13,"YMR226C"
0.8,161,2,"YMR227C"
0.89,167,0,"YMR228W"
0.89,162,-8,"YMR229C"
0.91,166,-4,"YMR230W"
0.91,167,0,"YMR231W"
0.9,162,8,"YMR232W"
0.73,154,3,"YMR233W"
0.91,165,-12,"YMR234W"
0.88,161,0,"YMR235C"
0.52,143,18,"YMR236W"
0.83,167,4,"YMR237W"
0.8,168,0,"YMR238W"
0.92,166,-1,"YMR239C"
0.92,170,-3,"YMR240C"
0.67,154,0,"YMR241W"
0.83,163,-12,"YMR242C"
0.91,176,12,"YMR243C"
0.86,220,8,"YMR246W"
0.88,163,2,"YMR247C"
0.89,168,3,"YMR250W"
0.9,191,-3,"YMR251W"
0.66,180,14,"YMR251W-A"
0.85,159,-7,"YMR255W"
0.9,157,-14,"YMR256C"
0.93,165,0,"YMR257C"
0.95,169,0,"YMR260C"
0.89,162,-14,"YMR261C"
0.69,154,0,"YMR263W"
0.94,170,2,"YMR264W"
0.83,173,0,"YMR266W"
0.89,170,-7,"YMR267W"
0.8,166,7,"YMR268C"
0.68,164,-3,"YMR269W"
0.94,166,-10,"YMR270C"
0.87,167,0,"YMR271C"
0.79,168,18,"YMR272C"
0.93,165,0,"YMR273C"
0.92,175,14,"YMR274C"
0.91,167,0,"YMR275C"
0.71,170,-5,"YMR276W"
0.9,168,-2,"YMR277W"
0.9,168,14,"YMR278W"
0.89,169,-34,"YMR280C"
0.82,167,-12,"YMR281W"
0.89,166,8,"YMR282C"
0.67,169,-3,"YMR283C"
0.93,176,0,"YMR284W"
0.92,168,2,"YMR285C"
0.86,170,0,"YMR286W"
0.95,165,0,"YMR287C"
0.94,167,2,"YMR288W"
0.92,166,10,"YMR289W"
0.94,164,0,"YMR290C"
0.88,167,0,"YMR292W"
0.85,166,4,"YMR293C"
0.79,164,-4,"YMR294W"
0.89,164,-10,"YMR295C"
0.81,165,-5,"YMR296C"
0.91,162,-12,"YMR297W"
0.89,166,-3,"YMR298W"
0.91,166,-11,"YMR299C"
0.79,173,3,"YMR300C"
0.92,164,3,"YMR301C"
0.9,168,-6,"YMR302C"
0.91,161,0,"YMR303C"
0.83,168,0,"YMR304W"
0.93,169,15,"YMR305C"
0.83,164,27,"YMR306W"
0.71,157,-5,"YMR307W"
0.94,165,0,"YMR308C"
0.86,159,0,"YMR309C"
0.9,167,-4,"YMR311C"
0.9,169,-3,"YMR312W"
0.95,169,6,"YMR313C"
0.77,182,-5,"YMR314W"
0.91,167,6,"YMR315W"
0.8,174,0,"YMR316W"
0.87,173,-5,"YMR318C"
0.73,171,49,"YMR319C"
0,NA,NA,"YNL339C"
0.51,153,13,"YNL336W"
0.11,211,-43,"YNL334C"
0.41,189,35,"YNL333W"
0.44,144,70,"YNL332W"
0.83,166,-13,"YNL331C"
0.94,171,5,"YNL330C"
0.96,162,0,"YNL329C"
0.6,156,-2,"YNL328C"
0.79,172,4,"YNL327W"
0.85,166,7,"YNL326C"
0.91,171,-7,"YNL325C"
0.85,170,-7,"YNL323W"
0.88,165,-2,"YNL322C"
0.87,166,4,"YNL321W"
0.94,171,1,"YNL318C"
0.88,167,3,"YNL317W"
0.83,167,-5,"YNL316C"
0.88,157,0,"YNL315C"
0.9,175,0,"YNL314W"
0.9,169,0,"YNL312W"
0.82,165,-14,"YNL311C"
0.53,148,17,"YNL310C"
0.9,177,0,"YNL309W"
0.84,161,-5,"YNL308C"
0.91,163,21,"YNL307C"
0.88,167,-3,"YNL306W"
0.86,162,8,"YNL304W"
0.62,157,-6,"YNL302C"
0.74,154,0,"YNL301C"
0.93,165,3,"YNL299W"
0.96,171,0,"YNL298W"
0.91,165,2,"YNL297C"
0.88,166,-3,"YNL294C"
0.88,167,16,"YNL293W"
0.9,167,5,"YNL292W"
0.93,166,5,"YNL291C"
0.92,164,7,"YNL290W"
0.95,172,2,"YNL289W"
0.87,165,0,"YNL288W"
0.92,158,-8,"YNL287W"
0.69,194,-11,"YNL286W"
0.83,167,4,"YNL284C"
0.54,130,-18,"YNL283C"
0.61,151,5,"YNL282W"
0.95,161,0,"YNL281W"
0.85,171,-26,"YNL280C"
0.94,171,3,"YNL279W"
0.91,166,12,"YNL278W"
0.72,180,16,"YNL277W"
0.8,167,7,"YNL275W"
0.92,173,-14,"YNL274C"
0.96,168,0,"YNL273W"
0.92,166,3,"YNL272C"
0.92,166,0,"YNL271C"
0.84,178,2,"YNL270C"
0.88,162,-8,"YNL268W"
0.91,160,0,"YNL267W"
0.92,164,6,"YNL265C"
0.94,169,0,"YNL264C"
0.88,158,0,"YNL263C"
0.88,170,0,"YNL262W"
0.93,166,0,"YNL261W"
0.71,171,8,"YNL259C"
0.88,161,0,"YNL258C"
0.95,164,-6,"YNL257C"
0.89,164,-1,"YNL256W"
0.74,178,9,"YNL255C"
0.84,166,-3,"YNL254C"
0.89,166,21,"YNL253W"
0.87,168,2,"YNL252C"
0.58,131,0,"YNL251C"
0.82,166,3,"YNL250W"
0.78,165,10,"YNL249C"
0.91,170,7,"YNL248C"
0.97,162,0,"YNL247W"
0.89,168,3,"YNL246W"
0.83,172,-5,"YNL245C"
0.67,154,0,"YNL244C"
0.87,165,3,"YNL243W"
0.94,166,7,"YNL242W"
0.79,171,-49,"YNL241C"
0.69,162,-6,"YNL240C"
0.94,163,-5,"YNL239W"
0.91,172,0,"YNL238W"
0.81,169,2,"YNL237W"
0.81,166,4,"YNL236W"
0.82,167,-1,"YNL233W"
0.9,176,5,"YNL232W"
0.78,163,41,"YNL231C"
0.64,187,-5,"YNL230C"
0.91,180,-9,"YNL229C"
0.93,168,2,"YNL227C"
0.89,165,0,"YNL225C"
0.87,166,0,"YNL224C"
0.83,166,-8,"YNL223W"
0.83,175,0,"YNL222W"
0.95,162,0,"YNL221C"
0.77,168,12,"YNL220W"
0.94,164,2,"YNL219C"
0.9,169,-11,"YNL218W"
0.94,171,-6,"YNL216W"
0.88,155,-4,"YNL215W"
0.86,166,-7,"YNL214W"
0.92,170,0,"YNL213C"
0.9,165,10,"YNL212W"
0.83,166,6,"YNL210W"
0.56,168,-31,"YNL209W"
0.55,196,-14,"YNL208W"
0.95,168,4,"YNL207W"
0.8,167,-2,"YNL206C"
0.89,165,0,"YNL204C"
0.85,170,5,"YNL202W"
0.86,169,3,"YNL201C"
0.88,166,18,"YNL199C"
0.86,161,-3,"YNL197C"
0.91,173,-1,"YNL194C"
0.89,165,7,"YNL192W"
0.74,163,0,"YNL191W"
0.93,162,0,"YNL189W"
0.92,164,0,"YNL188W"
0.72,179,26,"YNL186W"
0.92,171,-8,"YNL185C"
0.89,165,-8,"YNL183C"
0.85,167,3,"YNL182C"
0.88,172,-14,"YNL180C"
0.67,162,-10,"YNL178W"
0.92,165,0,"YNL177C"
0.93,171,0,"YNL175C"
0.85,172,-9,"YNL173C"
0.93,164,0,"YNL172W"
0.91,168,0,"YNL169C"
0.88,165,-8,"YNL167C"
0.93,163,0,"YNL166C"
0.91,171,0,"YNL164C"
0.86,172,-7,"YNL163C"
0.67,156,-9,"YNL162W"
0.89,171,5,"YNL161W"
0.72,154,7,"YNL160W"
0.87,165,6,"YNL159C"
0.57,147,5,"YNL158W"
0.87,167,-26,"YNL157W"
0.84,159,0,"YNL156C"
0.84,165,25,"YNL154C"
0.67,151,-3,"YNL153C"
0.94,171,8,"YNL152W"
0.91,176,-5,"YNL151C"
0.93,163,0,"YNL149C"
0.41,168,4,"YNL148C"
0.71,151,17,"YNL147W"
0.74,178,-7,"YNL145W"
0.77,166,9,"YNL142W"
0.96,173,-2,"YNL141W"
0.87,165,2,"YNL139C"
0.59,220,32,"YNL138W-A"
0.88,166,4,"YNL138W"
0.91,161,5,"YNL137C"
0.87,162,0,"YNL136W"
0.86,166,0,"YNL135C"
0.89,174,5,"YNL133C"
0.89,167,2,"YNL132W"
0.93,164,0,"YNL131W"
0.93,166,0,"YNL130C"
0.78,169,10,"YNL129W"
0.83,174,5,"YNL128W"
0.92,168,4,"YNL127W"
0.93,163,-2,"YNL126W"
0.66,140,0,"YNL125C"
0.86,162,-4,"YNL124W"
0.97,170,9,"YNL123W"
0.89,170,7,"YNL121C"
0.95,167,14,"YNL119W"
0.9,161,-5,"YNL118C"
0.85,167,-2,"YNL117W"
0.93,165,13,"YNL116W"
0.6,159,-3,"YNL113W"
0.92,166,-10,"YNL112W"
0.82,135,0,"YNL111C"
0.93,168,0,"YNL110C"
0.9,173,10,"YNL107W"
0.93,161,0,"YNL106C"
0.65,168,34,"YNL104C"
0.82,166,6,"YNL103W"
0.92,169,-5,"YNL102W"
0.96,166,1,"YNL101W"
0.94,167,-5,"YNL100W"
0.94,165,0,"YNL099C"
0.59,189,51,"YNL098C"
0.76,169,-22,"YNL097C"
0.81,164,-8,"YNL096C"
0.87,166,0,"YNL094W"
0.83,159,-5,"YNL093W"
0.78,166,-2,"YNL091W"
0.82,154,5,"YNL090W"
0.91,168,-6,"YNL088W"
0.89,177,7,"YNL087W"
0.91,164,-1,"YNL085W"
0.93,168,4,"YNL084C"
0.89,166,0,"YNL083W"
0.91,171,-1,"YNL082W"
0.81,171,-21,"YNL081C"
0.83,167,25,"YNL080C"
0.95,170,-9,"YNL079C"
0.81,174,0,"YNL078W"
0.8,172,-15,"YNL077W"
0.79,169,10,"YNL076W"
0.9,170,-3,"YNL075W"
0.86,163,-13,"YNL074C"
0.93,168,0,"YNL073W"
0.9,175,-10,"YNL072W"
0.93,168,-3,"YNL071W"
0.91,170,0,"YNL070W"
0.74,162,3,"YNL069C"
0.92,170,17,"YNL068C"
0.61,176,-22,"YNL067W"
0.94,170,12,"YNL065W"
0.89,170,15,"YNL064C"
0.95,174,0,"YNL063W"
0.91,165,7,"YNL062C"
0.89,165,13,"YNL061W"
0.93,161,0,"YNL059C"
0.78,172,-1,"YNL056W"
0.84,163,-34,"YNL055C"
0.94,168,3,"YNL054W"
0.82,166,33,"YNL053W"
0.76,183,-6,"YNL052W"
0.86,167,5,"YNL051W"
0.9,166,-4,"YNL049C"
0.9,165,0,"YNL048W"
0.84,167,1,"YNL047C"
0.94,170,12,"YNL045W"
0.68,185,2,"YNL044W"
0.91,175,50,"YNL042W"
0.97,162,0,"YNL041C"
0.93,162,5,"YNL039W"
0.85,169,4,"YNL038W"
0.86,170,-5,"YNL037C"
0.61,220,-5,"YNL036W"
0.84,169,12,"YNL032W"
0.94,165,2,"YNL029C"
0.91,166,-7,"YNL027W"
0.86,164,-1,"YNL026W"
0.87,163,-10,"YNL025C"
0.87,183,3,"YNL024C-A"
0.92,169,2,"YNL023C"
0.84,171,-39,"YNL021W"
0.91,167,-12,"YNL020C"
0.92,167,-8,"YNL016W"
0.59,181,-39,"YNL015W"
0.92,170,-1,"YNL014W"
0.82,173,5,"YNL012W"
0.93,172,16,"YNL009W"
0.86,166,-15,"YNL008C"
0.79,169,-51,"YNL007C"
0.96,168,6,"YNL006W"
0.89,168,5,"YNL005C"
0.91,166,6,"YNL004W"
0.82,169,33,"YNL003C"
0.92,168,-5,"YNL002C"
0.83,166,8,"YNL001W"
0.79,174,-27,"YNR001C"
0.84,171,16,"YNR002C"
0.9,160,-21,"YNR003C"
0.9,161,0,"YNR006W"
0.93,168,1,"YNR007C"
0.86,167,0,"YNR008W"
0.92,174,-13,"YNR009W"
0.87,173,-24,"YNR010W"
0.84,168,3,"YNR011C"
0.96,171,19,"YNR012W"
0.9,166,-16,"YNR013C"
0.75,179,-9,"YNR015W"
0.62,156,35,"YNR016C"
0.81,159,-20,"YNR017W"
0.56,180,14,"YNR018W"
0.71,159,-5,"YNR019W"
0.83,167,0,"YNR020C"
0.83,165,1,"YNR022C"
0.89,162,0,"YNR023W"
0.81,166,0,"YNR024W"
0.95,167,1,"YNR026C"
0.89,173,-6,"YNR027W"
0.9,169,-11,"YNR028W"
0.93,162,-1,"YNR030W"
0.91,162,0,"YNR031C"
0.93,166,1,"YNR032W"
0.86,169,-30,"YNR032C-A"
0.84,176,24,"YNR033W"
0.9,165,1,"YNR034W"
0.88,163,0,"YNR035C"
0.61,186,-21,"YNR036C"
0.62,141,-11,"YNR037C"
0.95,167,7,"YNR038W"
0.96,168,9,"YNR039C"
0.88,170,1,"YNR041C"
0.88,163,14,"YNR043W"
0.87,172,31,"YNR044W"
0.95,168,7,"YNR045W"
0.59,147,10,"YNR046W"
0.9,167,4,"YNR047W"
0.83,166,4,"YNR048W"
0.81,170,-1,"YNR049C"
0.88,170,21,"YNR050C"
0.9,161,14,"YNR051C"
0.85,165,1,"YNR052C"
0.86,162,16,"YNR053C"
0.95,169,5,"YNR054C"
0.94,163,0,"YNR055C"
0.95,166,0,"YNR057C"
0.51,167,-13,"YNR058W"
0.79,161,-3,"YNR059W"
0.61,168,19,"YNR060W"
0.89,182,-32,"YNR064C"
0.86,172,0,"YNR067C"
0.86,164,-15,"YNR069C"
0.78,166,-12,"YNR075W"
0.06,185,70,"YNR076W"
0.68,160,-9,"YOL161C"
0.8,169,20,"YOL159C"
0.7,155,0,"YOL158C"
0.76,172,-8,"YOL157C"
0.34,147,19,"YOL155C"
0.94,178,22,"YOL154W"
0.69,153,17,"YOL152W"
0.88,171,0,"YOL151W"
0.82,166,2,"YOL149W"
0.94,164,4,"YOL148C"
0.85,158,-7,"YOL147C"
0.94,178,1,"YOL146W"
0.9,166,0,"YOL145C"
0.91,168,0,"YOL144W"
0.74,167,4,"YOL143C"
0.94,167,2,"YOL142W"
0.87,166,6,"YOL141W"
0.89,162,0,"YOL140W"
0.88,167,4,"YOL139C"
0.9,161,11,"YOL138C"
0.94,164,0,"YOL137W"
0.82,166,-30,"YOL136C"
0.69,208,3,"YOL135C"
0.69,163,9,"YOL133W"
0.85,164,6,"YOL132W"
0.94,168,2,"YOL130W"
0.8,157,-27,"YOL129W"
0.93,167,-6,"YOL128C"
0.73,158,-14,"YOL127W"
0.84,169,-9,"YOL126C"
0.82,193,20,"YOL125W"
0.88,164,0,"YOL124C"
0.48,138,36,"YOL123W"
0.84,163,0,"YOL122C"
0.86,166,4,"YOL121C"
0.65,163,8,"YOL120C"
0.87,171,-5,"YOL119C"
0.81,167,-13,"YOL117W"
0.94,163,0,"YOL116W"
0.87,169,5,"YOL115W"
0.93,170,9,"YOL113W"
0.91,168,8,"YOL112W"
0.89,165,0,"YOL111C"
0.34,214,4,"YOL110W"
0.68,187,-37,"YOL109W"
0.89,165,-3,"YOL108C"
0.89,167,-1,"YOL105C"
0.92,173,11,"YOL104C"
0.85,165,15,"YOL103W"
0.93,177,-15,"YOL102C"
0.81,159,4,"YOL101C"
0.78,165,-30,"YOL100W"
0.92,161,0,"YOL097C"
0.79,165,-4,"YOL096C"
0.92,165,9,"YOL095C"
0.91,161,0,"YOL094C"
0.73,156,0,"YOL093W"
0.75,160,-10,"YOL091W"
0.94,166,2,"YOL090W"
0.95,165,0,"YOL089C"
0.88,158,-12,"YOL088C"
0.58,196,2,"YOL086C"
0.92,180,9,"YOL084W"
0.9,185,13,"YOL083W"
0.85,170,0,"YOL082W"
0.84,167,-6,"YOL081W"
0.93,174,0,"YOL080C"
0.95,168,-4,"YOL078W"
0.93,163,4,"YOL077W-A"
0.85,161,0,"YOL077C"
0.91,164,5,"YOL076W"
0.85,164,-3,"YOL072W"
0.82,172,-9,"YOL071W"
0.91,166,-1,"YOL070C"
0.87,169,1,"YOL069W"
0.72,157,-3,"YOL068C"
0.62,142,10,"YOL067C"
0.91,173,-15,"YOL066C"
0.9,165,16,"YOL065C"
0.78,163,-1,"YOL064C"
0.93,167,18,"YOL063C"
0.97,164,0,"YOL062C"
0.92,164,3,"YOL061W"
0.89,167,-32,"YOL060C"
0.73,165,-50,"YOL059W"
0.75,182,9,"YOL058W"
0.92,168,8,"YOL057W"
0.91,168,1,"YOL056W"
0.9,172,-10,"YOL055C"
0.94,171,9,"YOL054W"
0.86,166,-4,"YOL053W"
0.93,175,0,"YOL052C-A"
0.85,177,1,"YOL052C"
0.92,169,10,"YOL051W"
0.92,163,7,"YOL049W"
0.77,165,-25,"YOL045W"
0.91,166,2,"YOL044W"
0.81,172,-24,"YOL043C"
0.79,171,4,"YOL042W"
0.87,161,0,"YOL041C"
0.6,170,-35,"YOL040C"
0.58,190,0,"YOL039W"
0.71,186,0,"YOL038W"
0.92,165,7,"YOL034W"
0.85,168,-5,"YOL033W"
0.83,170,-23,"YOL032W"
0.9,165,5,"YOL031C"
0.88,165,0,"YOL030W"
0.85,167,-1,"YOL028C"
0.78,162,-1,"YOL027C"
0.68,153,9,"YOL026C"
0.93,171,2,"YOL025W"
0.89,167,6,"YOL023W"
0.84,164,5,"YOL022C"
0.91,167,8,"YOL021C"
0.82,169,0,"YOL020W"
0.93,167,-3,"YOL018C"
0.93,170,15,"YOL017W"
0.92,168,0,"YOL016C"
0.87,165,0,"YOL013C"
0.74,163,-7,"YOL012C"
0.87,165,21,"YOL010W"
0.6,148,14,"YOL009C"
0.68,168,27,"YOL008W"
0.94,171,0,"YOL007C"
0.78,160,5,"YOL006C"
0.73,180,-5,"YOL005C"
0.95,170,5,"YOL004W"
0.93,166,-1,"YOL003C"
0.82,165,9,"YOL002C"
0.9,165,-9,"YOL001W"
0.93,164,6,"YOR001W"
0.92,171,-8,"YOR002W"
0.95,173,0,"YOR003W"
0.88,175,5,"YOR004W"
0.92,170,-7,"YOR005C"
0.92,167,5,"YOR006C"
0.9,171,-6,"YOR007C"
0.95,166,0,"YOR008C"
0.62,170,5,"YOR009W"
0.91,169,28,"YOR010C"
0.9,172,-2,"YOR011W"
0.93,165,6,"YOR014W"
0.96,170,0,"YOR016C"
0.9,170,-8,"YOR017W"
0.88,166,-6,"YOR018W"
0.93,174,-6,"YOR019W"
0.81,168,0,"YOR020C"
0.89,167,-30,"YOR023C"
0.88,168,6,"YOR025W"
0.84,167,-12,"YOR026W"
0.93,165,-7,"YOR027W"
0.94,175,3,"YOR028C"
0.88,162,17,"YOR030W"
0.65,203,11,"YOR031W"
0.73,181,36,"YOR032C"
0.88,168,6,"YOR033C"
0.88,172,0,"YOR034C"
0.79,157,1,"YOR035C"
0.86,162,-8,"YOR036W"
0.76,165,9,"YOR037W"
0.92,169,5,"YOR038C"
0.88,162,0,"YOR039W"
0.72,173,-19,"YOR040W"
0.96,172,11,"YOR042W"
0.87,166,0,"YOR043W"
0.94,162,0,"YOR044W"
0.78,163,0,"YOR045W"
0.85,165,1,"YOR046C"
0.95,164,0,"YOR047C"
0.93,164,0,"YOR048C"
0.55,150,16,"YOR049C"
0.97,163,5,"YOR051C"
0.77,158,5,"YOR052C"
0.86,168,26,"YOR054C"
0.8,165,10,"YOR056C"
0.96,169,4,"YOR057W"
0.91,169,14,"YOR058C"
0.86,165,3,"YOR061W"
0.69,158,1,"YOR063W"
0.77,162,0,"YOR064C"
0.87,172,-2,"YOR065W"
0.86,171,14,"YOR066W"
0.87,170,7,"YOR067C"
0.93,166,0,"YOR069W"
0.91,165,15,"YOR070C"
0.91,165,0,"YOR073W"
0.93,171,4,"YOR074C"
0.93,170,-9,"YOR075W"
0.8,167,8,"YOR076C"
0.59,200,0,"YOR077W"
0.9,161,0,"YOR078W"
0.89,170,-2,"YOR079C"
0.76,165,10,"YOR080W"
0.91,159,0,"YOR081C"
0.58,169,-10,"YOR083W"
0.74,153,0,"YOR084W"
0.91,163,0,"YOR085W"
0.92,167,1,"YOR086C"
0.91,167,24,"YOR087W"
0.8,163,0,"YOR089C"
0.79,169,-16,"YOR090C"
0.82,158,10,"YOR091W"
0.77,154,8,"YOR092W"
0.92,167,1,"YOR094W"
0.83,170,16,"YOR095C"
0.84,160,-21,"YOR096W"
0.9,165,10,"YOR098C"
0.81,178,18,"YOR099W"
0.9,181,22,"YOR100C"
0.84,165,-11,"YOR101W"
0.92,173,10,"YOR103C"
0.76,163,7,"YOR104W"
0.86,166,1,"YOR106W"
0.85,173,35,"YOR107W"
0.85,165,35,"YOR108W"
0.93,163,11,"YOR109W"
0.88,167,-2,"YOR110W"
0.89,164,3,"YOR112W"
0.89,168,7,"YOR113W"
0.86,166,-14,"YOR115C"
0.87,166,-3,"YOR116C"
0.83,163,-14,"YOR117W"
0.96,167,-1,"YOR118W"
0.8,171,4,"YOR119C"
0.88,180,3,"YOR120W"
0.89,164,6,"YOR122C"
0.93,162,0,"YOR123C"
0.93,167,8,"YOR124C"
0.86,158,10,"YOR125C"
0.79,168,3,"YOR126C"
0.78,167,0,"YOR127W"
0.89,167,-7,"YOR128C"
0.9,169,-5,"YOR129C"
0.93,171,2,"YOR130C"
0.87,165,0,"YOR132W"
0.3,171,3,"YOR133W"
0.69,165,27,"YOR134W"
0.87,175,19,"YOR136W"
0.87,165,-18,"YOR137C"
0.86,166,3,"YOR138C"
0.83,167,2,"YOR140W"
0.9,165,0,"YOR141C"
0.97,163,0,"YOR142W"
0.89,165,2,"YOR143C"
0.87,169,-3,"YOR144C"
0.74,160,0,"YOR145C"
0.87,161,-2,"YOR147W"
0.79,182,-3,"YOR148C"
0.86,167,-6,"YOR149C"
0.92,168,1,"YOR150W"
0.94,161,4,"YOR151C"
0.8,180,18,"YOR153W"
0.88,170,-1,"YOR155C"
0.83,166,10,"YOR156C"
0.75,172,0,"YOR157C"
0.84,168,0,"YOR158W"
0.73,167,-3,"YOR159C"
0.92,165,0,"YOR160W"
0.8,176,-9,"YOR161C"
0.92,173,-8,"YOR162C"
0.87,174,2,"YOR163W"
0.88,171,0,"YOR164C"
0.88,164,4,"YOR165W"
0.86,171,-4,"YOR166C"
0.82,167,0,"YOR167C"
0.86,163,-4,"YOR168W"
0.95,165,0,"YOR171C"
0.91,171,5,"YOR172W"
0.91,175,-1,"YOR173W"
0.88,169,7,"YOR174W"
0.82,163,0,"YOR175C"
0.82,167,1,"YOR176W"
0.85,169,4,"YOR177C"
0.91,169,-5,"YOR178C"
0.8,169,-3,"YOR179C"
0.87,152,-1,"YOR180C"
0.92,164,1,"YOR181W"
0.62,155,-3,"YOR182C"
0.95,165,10,"YOR184W"
0.8,171,-48,"YOR185C"
0.91,169,2,"YOR187W"
0.87,163,23,"YOR188W"
0.92,168,-8,"YOR189W"
0.93,176,10,"YOR190W"
0.96,170,0,"YOR191W"
0.95,167,0,"YOR193W"
0.91,165,3,"YOR194C"
0.81,163,0,"YOR195W"
0.88,168,0,"YOR196C"
0.92,171,3,"YOR197W"
0.9,167,3,"YOR198C"
0.83,166,0,"YOR201C"
0.72,167,2,"YOR202W"
0.71,160,0,"YOR204W"
0.8,167,-7,"YOR205C"
0.82,164,0,"YOR206W"
0.9,166,1,"YOR207C"
0.79,173,20,"YOR208W"
0.89,168,-12,"YOR209C"
0.89,171,0,"YOR210W"
0.89,163,0,"YOR211C"
0.78,167,11,"YOR212W"
0.87,167,0,"YOR213C"
0.69,163,-2,"YOR215C"
0.96,163,0,"YOR216C"
0.88,174,-5,"YOR217W"
0.9,165,6,"YOR219C"
0.96,164,0,"YOR221C"
0.75,153,-7,"YOR222W"
0.82,158,-4,"YOR224C"
0.71,169,0,"YOR226C"
0.87,168,8,"YOR227W"
0.88,162,0,"YOR228C"
0.74,170,9,"YOR229W"
0.8,157,-7,"YOR230W"
0.95,165,0,"YOR231W"
0.86,153,6,"YOR232W"
0.83,167,-2,"YOR233W"
0.77,154,-19,"YOR234C"
0.67,206,8,"YOR236W"
